id,title,readyInMinutes,healthScore,type,ingredients,instructions,isLocal,cost,calories
"vn_77","Canh gà nấm/nấu thuốc bắc",30,72,"canh","Gà ta: 500g; Nấm đông cô: 100g; Thuốc bắc (kỷ tử; táo đỏ; hoài sơn): 30g","1. Sơ chế: Gà chặt miếng, chần. Nấm ngâm. 2. Hầm: Cho gà + thuốc bắc vào hầm 45–60 phút. 3. Cho nấm: Cho nấm vào nấu 10 phút. 4. Nêm: Nêm ít muối.",true,"~250.000","~280 kcal"
"vn_78","Canh trứng cà chua",30,82,"canh","Trứng: 3 quả; Cà chua: 3 quả; Hành lá; nước mắm","1. Sơ chế: Cà chua thái múi. Trứng đánh tan. 2. Xào: Xào cà chua chín mềm. 3. Nấu: Đổ nước vào, đun sôi, từ từ đổ trứng vào. 4. Nêm: Nêm nước mắm, hành lá.",true,"~70.000","~150 kcal"
"vn_79","Canh đậu hũ non nấu nấm",30,97,"canh","Đậu hũ non: 200g; Nấm rơm/đùi gà: 150g; Hành lá; nước dùng","1. Sơ chế: Đậu cắt khối. Nấm ngâm, rửa. 2. Nấu: Đun sôi nước dùng, cho nấm vào nấu 5 phút. 3. Cho đậu: Cho đậu hũ vào, nấu 3 phút. 4. Nêm: Nêm nước tương, tiêu.",true,"~100.000","~130 kcal"
"vn_80","Canh rong biển thịt bằm",30,94,"canh","Rong biển khô: 20g; Thịt heo xay: 200g; Tỏi; nước mắm","1. Sơ chế: Rong biển ngâm nở. Thịt ướp. 2. Nấu: Xào thịt săn, đổ nước vào, cho rong biển. 3. Nấu: Đun 10 phút. 4. Nêm: Nêm nước mắm, tiêu.",true,"~110.000","~140 kcal"
"vn_81","Canh bắp cải thịt viên",30,91,"canh","Bắp cải: 400g; Thịt heo xay: 250g; Hành; nước dùng","1. Sơ chế: Bắp cải cắt miếng. Thịt viên vo tròn. 2. Nấu: Đun sôi nước dùng, cho thịt viên vào. 3. Cho rau: Khi thịt chín, cho bắp cải vào nấu 5–7 phút. 4. Nêm: Nêm nước mắm, tiêu.",true,"~130.000","~170 kcal"
"vn_82","Canh bún tàu/thịt bằm",30,100,"canh","Bún tàu: 50g; Thịt heo xay: 200g; Cà rốt; nấm mèo","1. Sơ chế: Bún tàu ngâm mềm. Thịt ướp. 2. Nấu: Xào thịt, đổ nước vào, cho cà rốt + nấm. 3. Cho bún: Nấu 10 phút, cho bún tàu vào. 4. Nêm: Nêm nước mắm.",true,"~100.000","~160 kcal"
"vn_83","Canh chả cá/thịt viên",30,72,"canh","Chả cá/thịt viên: 300g; Cà chua; thì là; dọc mùng","1. Sơ chế: Chả cắt miếng. Cà chua thái. 2. Xào: Xào cà chua, dọc mùng. 3. Nấu: Đổ nước vào, cho chả vào nấu 10 phút. 4. Hoàn thiện: Cho thì là, ớt.",true,"~150.000","~190 kcal"
"vn_84","Canh cá rô đồng nấu ngót",30,93,"canh","Cá rô đồng: 500g; Rau ngót: 200g; Gừng; hành","1. Sơ chế: Cá làm sạch, chiên sơ. Rau ngót vò. 2. Nấu: Đun sôi nước, cho cá + gừng vào nấu 15 phút. 3. Cho rau: Cho rau ngót vào, nấu 2 phút. 4. Nêm: Nêm nước mắm.",true,"~190.000","~180 kcal"
"vn_85","Canh cá diêu hồng nấu thì là",30,65,"canh","Cá diêu hồng: 1 con (~600g); Thì là; hành lá; cà chua","1. Sơ chế: Cá làm sạch, cắt khúc. 2. Xào: Xào cà chua thơm. 3. Nấu: Đổ nước vào, cho cá vào nấu 10 phút. 4. Hoàn thiện: Cho thì là, hành, nêm nước mắm.",true,"~200.000","~200 kcal"
"vn_86","Canh măng chua nấu sườn",30,83,"canh","Sườn non: 400g; Măng chua: 200g; Cà chua; ớt; hành","1. Sơ chế: Sườn chần. Măng luộc kỹ, vắt ráo. 2. Xào: Xào măng + cà chua. 3. Nấu: Hầm sườn 30 phút, cho măng vào nấu 15 phút. 4. Nêm: Nêm nước mắm, ớt.",true,"~160.000","~220 kcal"
"vn_87","Súp gà nấm",30,85,"canh","Ức gà: 200g; Nấm: 100g; Bột năng; trứng; ngô ngọt","1. Sơ chế: Gà luộc, xé sợi. Nấm cắt nhỏ. 2. Nấu: Đun sôi nước dùng, cho nấm + ngô. 3. Làm sánh: Hòa bột năng, từ từ đổ vào. 4. Hoàn thiện: Đánh trứng vào, nêm hạt nêm.",true,"~120.000","~180 kcal"
"vn_88","Súp bắp/cua",30,84,"canh","Cua thịt: 100g; Ngô ngọt: 150g; Trứng; bột năng","1. Sơ chế: Cua hấp. Ngô tách hạt. 2. Nấu: Đun sôi nước dùng, cho ngô + cua. 3. Làm sánh: Hòa bột năng, đổ vào. 4. Đánh trứng, nêm gia vị.",true,"~140.000","~170 kcal"
"vn_89","Súp hải sản",30,82,"canh","Tôm; mực; cua: 200g tổng; Ngô; nấm; cà rốt; bột năng; trứng","1. Sơ chế: Hải sản làm sạch, cắt nhỏ. 2. Nấu: Đun sôi nước dùng, cho rau củ. 3. Cho hải sản, nấu 5 phút. 4. Làm sánh + trứng, nêm gia vị.",true,"~180.000","~200 kcal"
"vn_90","Súp rong biển đậu hũ",30,97,"canh","Rong biển: 15g; Đậu hũ non: 100g; Trứng; bột năng","1. Sơ chế: Rong biển ngâm. Đậu cắt hạt lựu. 2. Nấu: Đun sôi nước dùng, cho rong biển + đậu. 3. Làm sánh, đánh trứng, nêm nước tương.",true,"~90.000","~140 kcal"
"vn_91","Canh bí đỏ thịt bằm",30,83,"canh","Bí đỏ: 400g; Thịt heo xay: 200g; Hành; nước mắm","1. Sơ chế: Bí gọt, cắt miếng. 2. Nấu: Xào thịt săn, đổ nước vào, cho bí. 3. Nấu: Nấu 10–15 phút cho bí mềm. 4. Nêm: Nêm nước mắm, hành lá.",true,"~100.000","~160 kcal"
"vn_92","Cá chiên (các loại cá)",30,68,"chien","Cá lóc/basа/thu: 800g; Muối; tiêu; chanh","1. Sơ chế: Cá làm sạch, khứa vảy, thấm khô. 2. Ướp: Rắc muối + tiêu, để 10 phút. 3. Chiên: Dầu nóng già, cho cá vào chiên lửa vừa đến khi vàng giòn hai mặt. 4. Hoàn thiện: Vắt chanh trước khi ăn.",true,"~180.000","~320 kcal"
"vn_93","Cá chiên sốt cà chua",30,64,"chien","Cá basa/lóc: 600g; Cà chua: 3 quả; Hành; tỏi; nước mắm","1. Chiên cá: Làm như trên, chiên sơ. 2. Làm sốt: Xào hành tỏi, cho cà chua vào xào nhuyễn. 3. Rim: Cho cá vào rim 5–7 phút với sốt. 4. Nêm: Nêm đường, nước mắm, tiêu.",true,"~190.000","~340 kcal"
"vn_94","Cá chiên mắm tỏi/riềng",30,73,"chien","Cá: 600g; Tỏi/riềng: 30g; Nước mắm; đường; ớt","1. Chiên cá vàng giòn. 2. Phi thơm: Tỏi băm hoặc riềng giã nhỏ. 3. Pha sốt: Nước mắm + đường + nước lọc (tỷ lệ 1:1:1), đun sôi. 4. Rưới: Rưới sốt lên cá đã chiên.",true,"~185.000","~330 kcal"
"vn_95","Thịt heo chiên giòn (pan-seared)",30,65,"chien","Thịt nạc vai/ba chỉ: 500g; Muối; tiêu; dầu ăn","1. Sơ chế: Thịt cắt miếng dày 1.5cm, thấm khô. 2. Chiên: Áp chảo không cần nhiều dầu, chiên vàng đều hai mặt. 3. Nghỉ: Để thịt nghỉ 3 phút trước khi cắt.",true,"~160.000","~380 kcal"
"vn_96","Sườn chiên nước mắm",30,79,"chien","Sườn non: 600g; Tỏi; ớt; nước mắm; đường","1. Sơ chế: Sườn chặt miếng, ướp nhẹ. 2. Chiên: Chiên ngập dầu cho vàng giòn. 3. Làm sốt: Phi tỏi, cho hỗn hợp nước mắm + đường + nước vào đun sệt. 4. Trộn: Cho sườn vào đảo đều.",true,"~200.000","~450 kcal"
"vn_97","Sườn chiên xù",30,85,"chien","Sườn non: 500g; Trứng; bột chiên xù; bột mì","1. Sơ chế: Sườn ướp gia vị, hấp sơ 10 phút. 2. Lăn bột: Nhúng qua bột mì → trứng → bột xù. 3. Chiên: Chiên ngập dầu lửa vừa đến khi vàng giòn.",true,"~210.000","~480 kcal"
"vn_98","Tôm chiên bột",30,55,"chien","Tôm sú: 400g; Bột chiên giòn; trứng","1. Sơ chế: Tôm bóc vỏ, chừa đuôi, thấm khô. 2. Lăn bột: Nhúng trứng → bột chiên giòn. 3. Chiên: Chiên ngập dầu đến khi vàng giòn.",true,"~230.000","~320 kcal"
"vn_99","Tôm chiên mắm tỏi",30,72,"chien","Tôm: 400g; Tỏi; ớt; nước mắm; đường","1. Chiên tôm sơ qua. 2. Làm sốt: Phi tỏi, cho hỗn hợp nước mắm + đường + nước vào. 3. Xào: Cho tôm vào xào nhanh 2–3 phút cho thấm.",true,"~225.000","~310 kcal"
"vn_100","Tôm lăn bột chiên",30,83,"chien","Tôm: 400g; Bột năng/bột gạo; nước","1. Pha bột: Bột + nước thành hỗn hợp sánh. 2. Nhúng tôm vào bột. 3. Chiên: Chiên ngập dầu lửa vừa, tôm giòn nhẹ.",true,"~220.000","~300 kcal"
"vn_101","Đậu hũ chiên giòn",30,78,"chien","Đậu hũ non/cứng: 400g; Dầu ăn; muối","1. Sơ chế: Đậu cắt miếng, thấm khô. 2. Chiên: Dầu nóng, chiên vàng đều các mặt. 3. Ăn kèm: Chấm tương ớt hoặc nước mắm chua ngọt.",true,"~60.000","~220 kcal"
"vn_102","Đậu hũ chiên sốt thịt bằm/cà chua",30,85,"chien","Đậu hũ: 300g; Thịt bằm: 200g hoặc cà chua: 2 quả","1. Chiên đậu vàng giòn. 2. Làm sốt: Xào thịt/cà chua, nêm gia vị. 3. Rưới: Rưới sốt lên đậu đã chiên.",true,"~120.000","~280 kcal"
"vn_103","Đậu hũ nhồi thịt chiên",30,78,"chien","Đậu hũ: 300g; Thịt heo xay: 200g; Nấm mèo; hành","1. Nhồi: Cắt đôi đậu, khoét giữa, nhồi thịt đã trộn. 2. Chiên: Áp chảo vàng đều hai mặt. 3. Nêm: Có thể rim nhẹ với nước mắm.",true,"~140.000","~300 kcal"
"vn_104","Trứng chiên thịt bằm/hành lá",30,74,"chien","Trứng: 4 quả; Thịt bằm: 150g hoặc hành lá: 50g","1. Đánh trứng với thịt/hành, nêm chút nước mắm. 2. Chiên: Dùng chảo chống dính, chiên lửa vừa. 3. Gấp hoặc để nguyên miếng.",true,"~70.000","~250 kcal"
"vn_105","Trứng chiên mắm",30,62,"chien","Trứng: 4 quả; Nước mắm; đường; tỏi","1. Đánh trứng với nước mắm + đường. 2. Chiên: Chiên như trứng thường. 3. Hoàn thiện: Ăn nóng, có thể rắc tiêu.",true,"~65.000","~240 kcal"
"vn_106","Trứng cuộn/ốp la",30,84,"chien","Trứng: 4 quả; Sữa (tùy chọn); muối; tiêu","1. Ốp la: Chiên trứng nguyên lòng, lửa nhỏ. 2. Trứng cuộn: Đánh trứng, chiên mỏng, cuộn lại từng lớp. 3. Ăn kèm: Bánh mì, cơm, salad.",true,"~60.000","~230 kcal"
"vn_107","Chả cá/thịt chiên",30,57,"chien","Chả cá/thịt: 400g; Dầu ăn","1. Sơ chế: Chả cắt lát vừa. 2. Chiên: Chiên ngập dầu hoặc áp chảo đến khi vàng. 3. Ăn kèm: Bún, rau sống, mắm nêm.",true,"~150.000","~350 kcal"
"vn_108","Chả giò/chả nem rán",30,53,"chien","Bánh tráng cuốn: 20 cái; Thịt; nấm; miến; cà rốt: 500g tổng","1. Cuốn: Nhân trộn đều, cuốn chặt tay. 2. Chiên: Chiên ngập dầu lửa vừa đến khi vàng giòn. 3. Ăn kèm: Nước mắm chua ngọt, rau sống.",true,"~180.000","~400 kcal"
"vn_109","Nem nướng/Nem Lụi (chiên)",30,68,"chien","Giò sống/thịt xay: 500g; Sả cây; que tre","1. Quết: Trộn thịt với gia vị, quết dai. 2. Nặn: Quấn quanh sả hoặc que tre. 3. Chiên: Chiên ngập dầu hoặc nướng.",true,"~190.000","~380 kcal"
"vn_110","Bánh xèo",30,81,"chien","Bột gạo: 200g; Nước cốt dừa; nghệ; tôm; thịt; giá","1. Pha bột: Bột + nước + nước cốt dừa + nghệ. 2. Chiên: Đổ bột vào chảo nóng, cho nhân, gập lại. 3. Ăn kèm: Rau sống, nước mắm chua ngọt.",true,"~170.000","~450 kcal"
"vn_111","Bánh khọt",30,57,"chien","Bột gạo: 200g; Nước cốt dừa; tôm; hành lá","1. Pha bột như bánh xèo. 2. Chiên: Đổ vào khuôn tròn, rắc tôm lên. 3. Ăn kèm: Rau sống, nước mắm.",true,"~160.000","~420 kcal"
"vn_112","Khoai tây/cà rốt chiên",30,62,"chien","Khoai tây: 400g; Cà rốt: 100g (tùy chọn); Dầu ăn; muối","1. Sơ chế: Cắt que, ngâm nước lạnh, thấm khô. 2. Chiên: Chiên 2 lần – lần 1 lửa nhỏ, lần 2 lửa lớn cho giòn. 3. Ăn kèm: Sốt mayonnaise, tương ớt.",true,"~80.000","~280 kcal"
"vn_113","Cá viên/chả cá chiên",30,73,"chien","Cá viên đông lạnh/tự làm: 400g","1. Rã đông nếu dùng đông lạnh. 2. Chiên: Chiên ngập dầu lửa vừa đến khi vàng. 3. Ăn kèm: Sốt me, tương ớt.",true,"~140.000","~320 kcal"
"vn_114","Gà chiên nước mắm",30,65,"chien","Gà ta/đùi gà: 600g; Tỏi; ớt; nước mắm; đường","1. Chiên gà vàng giòn. 2. Làm sốt: Phi tỏi, cho hỗn hợp nước mắm + đường + nước vào. 3. Xào: Cho gà vào đảo đều 2–3 phút.",true,"~210.000","~460 kcal"
"vn_115","Gà chiên giòn (fried chicken)",30,57,"chien","Đùi/gà nguyên con: 800g; Bột mì; bột năng; trứng; sữa","1. Ướp gà với sữa + gia vị 30 phút. 2. Lăn bột: Nhúng trứng → hỗn hợp bột. 3. Chiên: Chiên ngập dầu 2 lần cho giòn.",true,"~230.000","~520 kcal"
"vn_116","Gà chiên bơ tỏi",30,82,"chien","Gà: 600g; Bơ; tỏi; rau mùi","1. Chiên gà chín vàng. 2. Làm sốt: Tan chảy bơ, phi tỏi thơm. 3. Trộn: Cho gà vào đảo đều, rắc rau mùi.",true,"~240.000","~500 kcal"
"vn_117","Mực chiên giòn",30,69,"chien","Mực ống: 500g; Bột chiên giòn; trứng","1. Sơ chế: Mực làm sạch, cắt khoanh. 2. Lăn bột: Nhúng trứng → bột. 3. Chiên: Chiên ngập dầu đến khi vàng giòn.",true,"~250.000","~340 kcal"
"vn_118","Mực chiên mắm tỏi",30,65,"chien","Mực: 500g; Tỏi; ớt; nước mắm; đường","1. Chiên mực sơ. 2. Làm sốt: Phi tỏi, cho hỗn hợp nước mắm + đường + nước. 3. Xào: Cho mực vào xào nhanh 2 phút.",true,"~245.000","~330 kcal"
"vn_119","Cánh gà chiên nước mắm/mật ong",30,74,"chien","Cánh gà: 600g; Tỏi; mật ong; nước mắm; ớt","1. Chiên cánh vàng giòn. 2. Làm sốt: Đun sôi nước mắm + mật ong + tỏi. 3. Áo sốt: Trộn cánh gà vào sốt.",true,"~220.000","~480 kcal"
"vn_120","Thịt ba chỉ chiên nước mắm",30,72,"chien","Thịt ba chỉ: 500g; Tỏi; ớt; nước mắm; đường","1. Luộc sơ thịt, để ráo. 2. Chiên: Chiên cho mỡ ra, thịt vàng giòn. 3. Làm sốt: Phi tỏi, cho hỗn hợp nước mắm + đường. 4. Trộn: Cho thịt vào đảo đều.",true,"~170.000","~420 kcal"
"vn_121","Cơm chiên (các loại)",30,82,"chien","Cơm nguội: 4 chén; Trứng; hành lá; thịt/tôm tùy chọn","1. Xào: Phi hành, cho trứng vào đánh. 2. Cho cơm: Dùng đũa xới tơi, xào đều. 3. Nêm: Nêm nước mắm, tiêu, hành lá.",true,"~100.000","~450 kcal"
"vn_122","Cá hấp xì dầu/hành gừng",40,97,"hap","Cá diêu hồng/lóc: 800g; Xì dầu; hành lá; gừng; rượu trắng","1. Sơ chế: Cá làm sạch, khứa vảy, ướp với gừng + rượu 10 phút. 2. Trang trí: Rải hành + gừng lên mình cá. 3. Hấp: Hấp cách thủy 15–20 phút. 4. Rưới: Rưới xì dầu pha loãng (có thể thêm đường).",true,"~200.000","~280 kcal"
"vn_123","Cá hấp bia",40,86,"hap","Cá basa/thu: 800g; Bia: 1 lon (330ml); Gừng; sả; ớt","1. Sơ chế: Cá làm sạch, để nguyên con hoặc cắt khúc. 2. Ướp: Ướp với gừng, sả đập dập. 3. Hấp: Đổ bia vào nồi hấp, đặt cá lên trên, hấp 20–25 phút. 4. Hoàn thiện: Rắc ớt, hành lá.",true,"~190.000","~270 kcal"
"vn_124","Cá hấp hành",40,85,"hap","Cá lóc/diêu hồng: 800g; Hành lá; hành tím; tiêu; nước mắm","1. Sơ chế: Cá làm sạch. 2. Phủ hành: Cắt hành lá dài, phủ kín mình cá. 3. Hấp: Hấp 15–20 phút. 4. Nêm: Rưới hỗn hợp nước mắm + tiêu + đường pha loãng.",true,"~185.000","~260 kcal"
"vn_125","Tôm hấp bia/sả",40,73,"hap","Tôm sú: 500g; Bia: ½ lon hoặc sả: 5 cây","1. Sơ chế: Tôm rửa sạch, để nguyên vỏ. 2. Hấp: Xếp sả dưới đáy xửng, cho tôm lên, hấp 8–10 phút. 3. Hoặc: Hấp với bia thay nước. 4. Ăn kèm: Muối ớt chanh.",true,"~240.000","~200 kcal"
"vn_126","Tôm hấp nước dừa",40,79,"hap","Tôm sú: 500g; Nước dừa tươi: 300ml; Sả; lá chanh","1. Sơ chế: Tôm rửa sạch. 2. Hấp: Đổ nước dừa vào nồi, cho sả + lá chanh, hấp tôm 8–10 phút. 3. Hoàn thiện: Tôm ngọt tự nhiên, dậy mùi dừa.",true,"~250.000","~210 kcal"
"vn_127","Ngao/hến hấp sả",40,85,"hap","Ngao/hến: 800g; Sả: 5 cây; Ớt; lá chanh","1. Sơ chế: Ngao ngâm nước vo gạo + ớt cay 1–2 tiếng. 2. Hấp: Xếp sả dưới xửng, cho ngao lên, hấp 5–7 phút đến khi há miệng. 3. Ăn kèm: Nước chấm gừng hoặc mắm ớt.",true,"~150.000","~150 kcal"
"vn_128","Ốc hấp lá gừng/sả",40,98,"hap","Ốc bươu/ốc len: 600g; Lá gừng; sả; ớt","1. Sơ chế: Ốc ngâm kỹ, rửa sạch. 2. Hấp: Xếp lá gừng + sả dưới xửng, cho ốc lên, hấp 10–12 phút. 3. Hoàn thiện: Ốc thơm, giữ vị ngọt tự nhiên.",true,"~160.000","~160 kcal"
"vn_129","Gà hấp hành gừng",40,76,"hap","Gà ta: 1 con (~1.2kg); Hành lá; gừng; muối; rượu","1. Sơ chế: Gà làm sạch, xát muối + rượu. 2. Nhồi: Nhồi hành + gừng vào bụng gà. 3. Hấp: Hấp cách thủy 45–60 phút. 4. Ăn kèm: Muối tiêu chanh.",true,"~320.000","~380 kcal"
"vn_130","Gà hấp muối sả/lá chanh",40,99,"hap","Gà: 1 con; Muối hột; sả; lá chanh","1. Lót nồi: Rải lớp muối dày + sả + lá chanh. 2. Đặt gà lên trên (không chạm muối). 3. Hấp khô: Đậy kín, hấp 60–75 phút. 4. Đặc điểm: Gà thơm, da săn, không cần nước.",true,"~330.000","~370 kcal"
"vn_131","Gà hấp nấm",40,83,"hap","Gà: 800g; Nấm đông cô/rơm: 200g; Gừng; hành","1. Sơ chế: Gà chặt miếng, nấm ngâm. 2. Xếp: Trộn gà + nấm + gừng, cho vào tô. 3. Hấp: Hấp 30–40 phút. 4. Nêm: Rắc hành lá, tiêu.",true,"~280.000","~350 kcal"
"vn_132","Sườn hấp",40,97,"hap","Sườn non: 500g; Hành; tỏi; nước mắm; đường","1. Sơ chế: Sườn chặt miếng, ướp với hành tỏi + nước mắm + đường 30 phút. 2. Hấp: Hấp 25–30 phút. 3. Hoàn thiện: Rắc tiêu, hành lá.",true,"~180.000","~320 kcal"
"vn_133","Thịt heo hấp mắm tôm",40,74,"hap","Thịt ba chỉ: 500g; Mắm tôm; đường; ớt; chanh","1. Sơ chế: Thịt luộc sơ, để nguội. 2. Pha mắm: Mắm tôm + đường + chanh + ớt đánh bọt. 3. Hấp: Không hấp thịt, mà ăn sống với mắm tôm. Lưu ý: Đây là món ""thịt luộc chấm mắm tôm"", nhưng thường gọi là ""hấp"" trong khẩu ngữ. → Nếu hấp: hấp thịt 20 phút, chấm mắm tôm.",true,"~140.000","~350 kcal"
"vn_134","Mực hấp gừng",40,73,"hap","Mực ống: 500g; Gừng; hành lá; rượu","1. Sơ chế: Mực làm sạch, để nguyên con. 2. Ướp: Xát gừng + rượu. 3. Hấp: Hấp 8–10 phút. 4. Ăn kèm: Nước mắm gừng.",true,"~260.000","~220 kcal"
"vn_135","Trứng hấp thịt bằm (trứng chưng)",40,82,"hap","Trứng: 4 quả; Thịt heo xay: 150g; Nước lọc (tỷ lệ 1:1.5 trứng:nước)","1. Đánh trứng với nước + thịt bằm. 2. Lọc: Lược qua rây để mịn. 3. Hấp: Hấp lửa nhỏ 15–20 phút, đậy khăn lên nắp. 4. Hoàn thiện: Rắc hành lá, tiêu.",true,"~80.000","~240 kcal"
"vn_136","Trứng hấp nấm",40,75,"hap","Trứng: 4 quả; Nấm rơm/đùi gà: 100g; Nước lọc","1. Sơ chế: Nấm thái nhỏ, xào sơ. 2. Đánh trứng với nước (tỷ lệ 1:1.5). 3. Hấp: Cho nấm vào tô, đổ trứng lên, hấp 15–20 phút.",true,"~90.000","~230 kcal"
"vn_137","Đậu hũ hấp tôm/thịt",40,67,"hap","Đậu hũ non: 300g; Tôm/thịt: 200g; Trứng; hành lá","1. Sơ chế: Đậu nghiền nhuyễn, trộn với tôm/thịt + trứng. 2. Đổ khuôn: Cho vào tô chịu nhiệt. 3. Hấp: Hấp 20–25 phút. 4. Rưới: Nước tương hoặc xì dầu.",true,"~150.000","~260 kcal"
"vn_138","Bánh bao hấp",40,72,"hap","Bột bánh bao: 500g; Nhân thịt/trứng muối: 300g","1. Nhào bột, ủ nở. 2. Bao nhân, tạo hình. 3. Hấp: Hấp 15–20 phút trên xửng sôi. 4. Lưu ý: Dùng khăn ẩm đậy để bánh không bị vàng.",true,"~120.000 (4 cái)","~280 kcal/cái"
"vn_139","Bánh bò/bánh tiêu hấp",40,82,"hap","Bột gạo/bột năng: 300g; Men nở; đường; nước cốt dừa","1. Pha bột, ủ 2–3 tiếng cho nở xốp. 2. Đổ khuôn: Dùng khuôn nhỏ. 3. Hấp: Hấp 20–25 phút. 4. Đặc điểm: Bánh nở bông, mềm xốp.",true,"~80.000 (6 cái)","~180 kcal/cái"
"vn_140","Xôi hấp (các loại)",40,65,"hap","Gạo nếp: 500g; Nước cốt dừa; đậu xanh; lá dứa/màu thực phẩm","1. Ngâm nếp 4–6 tiếng. 2. Trộn: Với nước cốt dừa, đậu xanh (nếu có). 3. Hấp: Hấp 30–40 phút, xới đều giữa chừng. 4. Ăn kèm: Muối mè hoặc chà bông.",true,"~100.000","~420 kcal"
"vn_141","Cá mòi hấp thì là",40,83,"hap","Cá mòi tươi: 600g; Thì là; hành; gừng","1. Sơ chế: Cá làm sạch. 2. Ướp: Với gừng, hành. 3. Hấp: Rải thì là lên cá, hấp 15 phút. 4. Nêm: Rưới nước mắm pha.",true,"~170.000","~250 kcal"
"vn_142","Hàu hấp",40,81,"hap","Hàu sữa: 500g; Gừng; sả; lá chanh","1. Sơ chế: Rửa sạch, để nguyên vỏ. 2. Hấp: Xếp lên xửng, hấp 5–7 phút. 3. Ăn kèm: Muối tiêu chanh hoặc mắm gừng.",true,"~280.000","~180 kcal"
"vn_143","Nghêu hấp thái",40,70,"hap","Nghêu: 800g; Sả; ớt; lá chanh; nước cốt me","1. Sơ chế: Nghêu ngâm sạch. 2. Hấp: Xếp sả + lá chanh, hấp 5 phút. 3. Rưới: Nước sốt me + ớt sau khi hấp.",true,"~160.000","~150 kcal"
"vn_144","Cá bống hấp",40,66,"hap","Cá bống đồng: 500g; Gừng; hành; tiêu","1. Sơ chế: Cá làm sạch, để nguyên con. 2. Hấp: Xếp gừng + hành lên cá, hấp 15–20 phút. 3. Nêm: Rưới nước mắm pha.",true,"~200.000","~220 kcal"
"vn_145","Bánh canh hấp",40,79,"hap","Bột gạo: 300g; Nước; muối","1. Pha bột loãng như bột bánh cuốn. 2. Tráng: Múc bột vào khuôn phẳng, hấp 5–7 phút. 3. Cắt sợi: Dùng làm bánh canh tươi.",true,"~60.000","~200 kcal"
"vn_146","Bánh ướt hấp",40,86,"hap","Bột gạo: 300g; Nước; muối","1. Pha bột loãng. 2. Tráng: Dùng xửng tròn, hấp từng lớp mỏng 2–3 phút. 3. Cuộn: Ăn với chả, nem, rau.",true,"~70.000","~180 kcal"
"vn_147","Thịt heo luộc",20,83,"luoc","Thịt ba chỉ/nạc vai: 600g; Gừng; hành tím; muối","1. Sơ chế: Thịt rửa sạch, có thể chần sơ. 2. Luộc: Cho thịt vào nồi, đổ ngập nước, thêm gừng + hành tím + muối. 3. Nấu: Đun sôi, vặn nhỏ lửa, luộc 25–30 phút. 4. Vớt ra: Ngâm vào nước lạnh để thịt săn, trắng.",true,"~170.000","~380 kcal"
"vn_148","Gà luộc",20,67,"luoc","Gà ta: 1 con (~1.2kg); Gừng; hành; muối","1. Sơ chế: Gà làm sạch, xát muối. 2. Luộc: Cho gà vào nồi, đổ ngập nước, thêm gừng + hành. 3. Kỹ thuật: Đun sôi, tắt bếp 5 phút → bật lại → luộc 15–20 phút. 4. Vớt ra: Nhúng vào nước đá để da giòn.",true,"~320.000","~360 kcal"
"vn_149","Vịt luộc",20,91,"luoc","Vịt: 1 con (~1.5kg); Gừng; sả; rượu trắng","1. Sơ chế: Vịt xát gừng + rượu để khử mùi. 2. Luộc: Cho sả + gừng vào nồi, luộc 30–40 phút. 3. Hoàn thiện: Vớt ra, chặt miếng. Ăn với gừng mắm.",true,"~350.000","~400 kcal"
"vn_150","Trứng luộc",20,81,"luoc","Trứng gà/vịt: 6 quả","1. Luộc: Cho trứng vào nồi, đổ ngập nước. 2. Đun sôi: Khi sôi, luộc 8–10 phút (lòng đào: 6 phút). 3. Làm nguội: Ngâm nước lạnh, dễ bóc.",true,"~40.000","~90 kcal/quả"
"vn_151","Cá luộc (cá chép, rô...)",20,96,"luoc","Cá chép/rô đồng: 800g; Gừng; hành; thì là","1. Sơ chế: Cá làm sạch, khứa nhẹ. 2. Luộc: Cho cá vào nồi, đổ nước xăm xắp, thêm gừng. 3. Nấu: Đun sôi, hạ lửa luộc 15–20 phút. 4. Rắc: Thì là, hành lá trước khi ăn.",true,"~190.000","~240 kcal"
"vn_152","Tôm luộc",20,72,"luoc","Tôm sú: 500g; Rượu; gừng; muối","1. Sơ chế: Tôm rửa sạch. 2. Luộc: Nước sôi + gừng + rượu, cho tôm vào luộc 3–5 phút. 3. Vớt ra: Khi tôm chuyển đỏ, vớt ngay.",true,"~240.000","~180 kcal"
"vn_153","Mực luộc",20,82,"luoc","Mực ống: 500g; Gừng; rượu","1. Sơ chế: Mực làm sạch, để nguyên con. 2. Luộc: Nước sôi + gừng, cho mực vào luộc 2–3 phút. 3. Lưu ý: Không luộc quá lâu → mực dai.",true,"~260.000","~200 kcal"
"vn_154","Cua luộc bia/gừng",20,73,"luoc","Cua biển/cua đồng: 800g; Bia: ½ lon hoặc gừng","1. Sơ chế: Cua buộc chặt, rửa sạch. 2. Luộc: Đổ bia (hoặc nước + gừng) vào nồi, cho cua vào. 3. Nấu: Đun sôi, luộc 10–15 phút đến khi cua đỏ. 4. Ăn kèm: Muối tiêu chanh.",true,"~280.000","~220 kcal"
